name,dob,race,address,email,children,has_kids,car,income,sqft,sleephours,pet
"al-Baten, Shareefa",2003-05-10,White,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Baten@yahoo.com,0,No,Cadillac Fleetwood,80762,2008,6.80762136946509,cat
"Warner, Kelley",2001-12-12,White,"23498 Abbey Road Philadeplhia PE, 19403",Warner@gmail.com,0,No,Pontiac Firebird,81113,2011,6.811128882695945,cat
"el-Nasir, Fareed",2005-05-25,White,"10 HWY 15 Philadelphia, PA, 19147",el-Nasir@outlook.com,3,Yes,Fiat X1-9,46353,3601,4.847646567671639,dog
"Walters, Ashley",1980-05-20,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Walters@gmail.com,1,Yes,Porsche 914-2,162250,1202,5.716875186679384,cat
"Lucero, Dominique",1948-09-21,White,"10 HWY 15 Philadelphia, PA, 19147",Lucero@hotmail.com,0,No,Honda Civic,102461,2225,7.024607124954293,none
"Corda, Alyssa",1946-08-16,White,Elvis Presley Blvd MEMPHIS tn 38116,Corda@gmail.com,2,Yes,Lincoln Continental,57313,2401,4.929851025699549,cat
"Maldonado, Sydney",1975-08-16,White,"23498 Abbey Road Philadeplhia PE, 19403",Maldonado@hotmail.com,2,Yes,Hornet 4 Drive,10599,2400,4.579488820957028,cat
"Joslyn-Mccant, Jaylon",2001-09-17,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Joslyn-Mccant@yahoo.com,1,Yes,Dodge Challenger,118836,1201,5.3912670240517215,none
"al-Fares, Shahla",1926-01-03,White,"10 HWY 15 Philadelphia, PA, 19147",al-Fares@gmail.com,2,Yes,Duster 360,30736,2401,4.730522713240079,none
"el-Masood, Aamina",1955-10-02,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",el-Masood@yahoo.com,1,Yes,Merc 230,177330,1202,5.829977869506207,none
"Perez, Brayan",1970-01-12,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Perez@outlook.com,0,No,Merc 280C,83634,2036,6.83633932435812,none
"Anderson, Alexah",1936-12-06,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Anderson@gmail.com,0,No,Merc 450SE,67591,1876,6.675911446035388,none
"Lyon, Shenoa",1993-08-19,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Lyon@yahoo.com,5,Yes,Merc 280C,88860,6004,5.166451308641562,none
"Mishra, Shaundra",1987-12-27,White,123 Main St Chicago Ik 23948,Mishra@gmail.com,2,Yes,Merc 280,66593,2401,4.999449930286829,none
"Arreola, Benjamin",1947-03-30,White,"23498 Abbey Road Philadeplhia PE, 19403",Arreola@hotmail.com,0,No,Ford Pantera L,49535,1695,6.4953525168812325,none
"Denton, Chase",1973-02-23,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Denton@gmail.com,0,No,Merc 450SL,35848,1558,6.358475241399496,cat
"Neal, Tamara",1943-07-03,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Neal@outlook.com,2,Yes,Valiant,156597,2403,5.67447679963954,cat
"Hammond, Genevieve",1966-07-11,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Hammond@yahoo.com,1,Yes,Merc 280,88248,1201,5.161863058006228,cat
"al-Baksh, Jaasim",1955-02-05,Hispanic,8234 Chester Ave Chapel Hill NC 27514,al-Baksh@outlook.com,0,No,Merc 240D,68660,1887,6.686601586438469,dog
"Ruiz, Mayra",1972-07-13,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Ruiz@aol.com,2,Yes,Merc 280C,125061,2403,5.437955178597542,none
"Tong, Jennifer",1975-10-07,White,123 Main St Chicago Ik 23948,Tong@outlook.com,2,Yes,Ferrari Dino,146300,2403,5.597251105740155,none
"Ciccarelli, Aspen",1999-03-17,Hispanic,123 Main St Chicago Ik 23948,Ciccarelli@hotmail.com,2,Yes,Volvo 142E,19934,2400,4.649503381442458,none
"Klutke, Morgynne",1987-12-28,White,8234 Chester Ave Chapel Hill NC 27514,Klutke@gmail.com,0,No,Mazda RX4,9885,1299,6.098853666834011,none
"Leclaire, Halei",1974-10-22,White,Elvis Presley Blvd MEMPHIS tn 38116,Leclaire@yahoo.com,1,Yes,Merc 230,56745,1201,4.925585710019523,cat
"Thompson, David",1987-02-24,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Thompson@yahoo.com,1,Yes,Valiant,187460,1202,5.905953615837804,none
"Jaquez, Noe",1937-09-13,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Jaquez@hotmail.com,0,No,Hornet 4 Drive,11753,1318,6.117533114473875,none
"Williams, Brianna",1993-12-29,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Williams@outlook.com,2,Yes,Fiat X1-9,151395,2403,5.635464939620451,dog
"Mattice, Stacey",1974-08-17,Asian,432 Azalea Rd Apt 2b Wilmington NC 28415,Mattice@yahoo.com,0,No,Lotus Europa,129316,2493,7.293159038044712,cat
"Gloyd, Savannah",1964-03-25,AIAN,"10 HWY 15 Philadelphia, PA, 19147",Gloyd@aol.com,0,No,Duster 360,177690,2977,7.776903964745819,none
"Phipps, Alejandre",1944-04-16,Asian,"10 HWY 15 Philadelphia, PA, 19147",Phipps@hotmail.com,1,Yes,Merc 280,50524,1201,4.878928359003107,none
"Moreno, Briana",1991-11-23,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Moreno@gmail.com,1,Yes,Volvo 142E,181882,1202,5.864112614988457,cat
"Li, Amy",1985-08-09,Asian,432 Azalea Rd Apt 2b Wilmington NC 28415,Li@gmail.com,1,Yes,Lotus Europa,119205,1201,5.394036994146909,cat
"al-Salameh, Abdul Haadi",1952-03-30,White,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Salameh@yahoo.com,6,Yes,Merc 280,10917,7201,4.581877225639938,none
"Swindell, Lexie",1986-03-04,White,Elvis Presley Blvd MEMPHIS tn 38116,Swindell@hotmail.com,2,Yes,Ford Pantera L,94375,2402,5.207811339394848,none
"el-Mannan, Aseel",1997-09-08,Asian,Elvis Presley Blvd MEMPHIS tn 38116,el-Mannan@gmail.com,1,Yes,Ford Pantera L,98974,1201,5.242303392993997,cat
"el-Rashid, Fahd",2004-01-01,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Rashid@gmail.com,2,Yes,Hornet Sportabout,170874,2403,5.7815546101907875,cat
"Kills In Sight, Jayda",1935-01-02,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Kills In Sight@gmail.com,0,No,Mazda RX4 Wag,105,1201,6.001050716224308,dog
"Garcia, Trey",1939-06-25,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Garcia@hotmail.com,2,Yes,Honda Civic,145238,2403,5.589283651691025,cat
"Bolt, Cherokee",1941-09-25,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Bolt@gmail.com,0,No,Ferrari Dino,140050,2600,7.400495843084242,none
"Gonzales, Justin",1925-05-13,White,"10 HWY 15 Philadelphia, PA, 19147",Gonzales@outlook.com,8,Yes,Volvo 142E,56848,9605,4.926356281031226,dog
"Powless, Aaron",1991-05-10,White,8234 Chester Ave Chapel Hill NC 27514,Powless@hotmail.com,0,No,Porsche 914-2,39322,1593,6.393221462320708,cat
"Muas, Stephanie",1985-03-26,White,123 Main St Chicago Ik 23948,Muas@yahoo.com,0,No,AMC Javelin,65277,1853,6.652767021392681,cat
"Lee, Alan",1997-08-16,White,123 Main St Chicago Ik 23948,Lee@aol.com,2,Yes,Maserati Bora,35319,2401,4.764889488436216,none
"Barnes, Kaitlyn",1924-07-28,White,Elvis Presley Blvd MEMPHIS tn 38116,Barnes@yahoo.com,0,No,Porsche 914-2,100689,2207,7.006888914225722,none
"Hood, Michelle",1931-02-09,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Hood@yahoo.com,5,Yes,Duster 360,46825,6002,4.851190367822808,none
"Watts-Hight, Tevin",1946-08-20,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Watts-Hight@hotmail.com,0,No,Cadillac Fleetwood,158181,2782,7.581812127595959,none
"Cleveland-Leaks, Audreon",1964-04-17,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Cleveland-Leaks@gmail.com,0,No,Pontiac Firebird,10534,1305,6.105344217897342,cat
"Halter, Cody",1942-05-27,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Halter@aol.com,0,No,Toyota Corolla,134019,2540,7.340193268468397,none
"Wong, Vinh",1927-05-07,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Wong@hotmail.com,2,Yes,Ferrari Dino,48204,2401,4.861529782139732,dog
"al-Hasan, Jawhar",1982-10-20,Two or more,"10 HWY 15 Philadelphia, PA, 19147",al-Hasan@yahoo.com,0,No,Chrysler Imperial,100300,2203,7.003002920257199,hamster
"Johnson, Andra",1940-08-19,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Johnson@hotmail.com,1,Yes,Merc 280,76728,1201,5.075462329482667,none
"Vasquez, John",1991-09-22,White,123 Main St Chicago Ik 23948,Vasquez@outlook.com,0,No,Fiat 128,156352,2764,7.563517400912032,none
"Boles, Christopher",1995-11-28,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Boles@gmail.com,0,No,AMC Javelin,69642,1896,6.696419427405022,none
"Ortega, Brayan",1923-02-06,White,"23498 Abbey Road Philadeplhia PE, 19403",Ortega@outlook.com,0,No,Honda Civic,106821,2268,7.068205797461879,none
"Pelletier, Thomas",1955-09-10,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Pelletier@aol.com,0,No,Mazda RX4 Wag,74977,1950,6.7497717297395035,none
"al-Zia, Nawaal",1966-07-13,White,"10 HWY 15 Philadelphia, PA, 19147",al-Zia@yahoo.com,0,No,Datsun 710,74421,1944,6.744206818175829,parrot
"Cohen, Kayla",1983-02-20,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Cohen@outlook.com,1,Yes,Merc 450SE,122497,1201,5.418729764573912,dog
"Nguyen, Katherine",1997-07-11,White,Elvis Presley Blvd MEMPHIS tn 38116,Nguyen@aol.com,0,No,Volvo 142E,85524,2055,6.855241325005533,none
"Abarca, Andrew",1921-06-18,White,"10 HWY 15 Philadelphia, PA, 19147",Abarca@hotmail.com,0,No,Valiant,48733,1687,6.487327376605807,cat
"Espinoza, Desiree",1983-05-14,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Espinoza@outlook.com,5,Yes,Hornet 4 Drive,248337,6012,6.362527619809209,dog
"Masby, Tonja",1944-01-10,White,123 Main St Chicago Ik 23948,Masby@outlook.com,1,Yes,Lotus Europa,36076,1200,4.770571620153957,dog
"Coe, Carter",1920-06-09,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Coe@outlook.com,2,Yes,Mazda RX4,350989,2407,7.132413848996373,none
"Jones, Taju",1937-12-08,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Jones@hotmail.com,0,No,Ferrari Dino,21474,1415,6.214743765041094,none
"Root, Margarita",1975-09-07,White,"23498 Abbey Road Philadeplhia PE, 19403",Root@outlook.com,0,No,Toyota Corolla,100498,2205,7.004984514724237,none
"al-Yousif, Abdul Quddoos",2000-10-07,White,"23498 Abbey Road Philadeplhia PE, 19403",al-Yousif@outlook.com,0,No,Hornet Sportabout,18913,1389,6.1891265250199545,none
"Gomez, Mark",1960-07-06,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Gomez@gmail.com,2,Yes,Merc 280C,31940,2401,4.7395462885570145,cat
"Oviedo, Dulce",1956-01-10,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Oviedo@outlook.com,1,Yes,Camaro Z28,79914,1201,5.099351706896149,none
"Wilson, Hailee",1926-12-11,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Wilson@yahoo.com,0,No,Dodge Challenger,32895,1529,6.328948470411084,dog
"Solorzano, Antione",1984-06-08,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Solorzano@aol.com,3,Yes,Cadillac Fleetwood,76454,3602,5.0734036280200225,cat
"al-Zaman, Fateena",1984-07-29,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,al-Zaman@hotmail.com,0,No,Toyota Corolla,131173,2512,7.311731172485301,none
"Ward, Joshua",1930-08-09,White,Elvis Presley Blvd MEMPHIS tn 38116,Ward@hotmail.com,2,Yes,Lotus Europa,49833,2401,4.87374377505794,cat
"el-Yousif, Saleem",1927-05-18,Asian,8234 Chester Ave Chapel Hill NC 27514,el-Yousif@outlook.com,1,Yes,Hornet 4 Drive,102689,1201,5.270169603733342,none
"Conner, Alycia",1948-01-03,White,"23498 Abbey Road Philadeplhia PE, 19403",Conner@aol.com,0,No,Ferrari Dino,5684,1257,6.056837587194984,dog
"Hernandez, Alec",1990-02-16,White,8234 Chester Ave Chapel Hill NC 27514,Hernandez@yahoo.com,0,No,Valiant,17786,1378,6.1778643502877,none
"Kelly, Elliot",1930-03-17,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Kelly@yahoo.com,6,Yes,Ford Pantera L,98298,7206,5.237237614636555,cat
"Herrera, Eric",1925-05-25,White,"10 HWY 15 Philadelphia, PA, 19147",Herrera@aol.com,1,Yes,Merc 450SLC,22479,1200,4.668593063868009,cat
"Rice, Apurva",1932-07-06,White,"23498 Abbey Road Philadeplhia PE, 19403",Rice@yahoo.com,0,No,Camaro Z28,235553,3556,8.355529465670966,cat
"Horton, Rachel",1961-03-27,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Horton@hotmail.com,0,No,Merc 230,84573,2046,6.845734277478367,dog
"Ko, Sami",1974-03-27,White,Elvis Presley Blvd MEMPHIS tn 38116,Ko@aol.com,0,No,Maserati Bora,141664,2617,7.416644880654096,dog
"Baird, Shenida",1933-07-23,White,8234 Chester Ave Chapel Hill NC 27514,Baird@yahoo.com,2,Yes,Toyota Corolla,76387,2402,5.072905452407715,cat
"Musso, Allison",1923-08-14,White,"10 HWY 15 Philadelphia, PA, 19147",Musso@yahoo.com,0,No,Toyota Corona,81453,2015,6.8145343029314125,cat
"Alphonse, Jonathan",1994-02-11,White,123 Main St Chicago Ik 23948,Alphonse@outlook.com,3,Yes,Merc 230,80891,3602,5.106682482600009,cat
"Garrison, Dominque",1926-10-07,White,Elvis Presley Blvd MEMPHIS tn 38116,Garrison@gmail.com,1,Yes,Honda Civic,18103,1200,4.635773546934379,none
"Flores, Ryan",1994-12-18,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Flores@yahoo.com,0,No,Maserati Bora,43148,1631,6.431483060720105,none
"Dunn-Rhodes, Elizabeth",1936-05-03,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Dunn-Rhodes@yahoo.com,0,No,Duster 360,122248,2422,7.222481805702203,none
"Conley, Rhonda",1997-06-06,AIAN,"10 HWY 15 Philadelphia, PA, 19147",Conley@hotmail.com,1,Yes,Toyota Corolla,71281,1201,5.034605430543698,cat
"Gagne, Ryan",1933-10-18,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Gagne@yahoo.com,1,Yes,Lincoln Continental,34651,1200,4.759884822378617,none
"el-Sani, Hanaaa",1968-07-29,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",el-Sani@yahoo.com,0,No,Pontiac Firebird,53008,1730,6.530076172449892,cat
"Lohrenz, Ayala",1940-02-15,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Lohrenz@aol.com,3,Yes,Toyota Corona,2588,3600,4.519413597622637,cat
"Mantripragada, Akankcha",2003-02-15,White,"10 HWY 15 Philadelphia, PA, 19147",Mantripragada@aol.com,2,Yes,Maserati Bora,12729,2400,4.595467019426462,cat
"Trujillo, Vanessa",1959-06-18,White,123 Main St Chicago Ik 23948,Trujillo@aol.com,1,Yes,Volvo 142E,36465,1200,4.773484041646125,none
"Chauvin, Larissa",1992-12-28,White,123 Main St Chicago Ik 23948,Chauvin@aol.com,5,Yes,Valiant,102623,6005,5.2696746615733865,cat
"Nguyen, Deesta",1931-08-16,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Nguyen@outlook.com,0,No,Maserati Bora,13654,1337,6.136536409644066,dog
"Aragon Ledesma, Christian",1964-09-24,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Aragon Ledesma@aol.com,0,No,Lotus Europa,58230,1782,6.582297451686373,cat
"Pavisook, Katherine",1923-08-19,White,8234 Chester Ave Chapel Hill NC 27514,Pavisook@yahoo.com,1,Yes,Merc 280C,75405,1201,5.065538531657999,dog
"Arreola, Aylin",1979-07-22,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Arreola@yahoo.com,0,No,Merc 450SLC,74448,1944,6.744478369310246,none
"Parra, Jana",1978-03-12,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Parra@outlook.com,0,No,Hornet 4 Drive,16989,1370,6.16989331638321,cat
"Conover, Robert",1987-07-18,White,Elvis Presley Blvd MEMPHIS tn 38116,Conover@gmail.com,0,No,Mazda RX4 Wag,11052,1311,6.110521934137087,cat
"Hatch, Adinidiin",1941-01-02,White,"23498 Abbey Road Philadeplhia PE, 19403",Hatch@gmail.com,1,Yes,Fiat X1-9,58257,1201,4.936928971671927,none
"Blueeyes, Joshua",1949-02-03,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Blueeyes@gmail.com,6,Yes,Camaro Z28,184223,7211,5.8816722460371125,dog
"Shockley-Lowe, Cynthia",1977-03-20,White,Elvis Presley Blvd MEMPHIS tn 38116,Shockley-Lowe@outlook.com,2,Yes,Honda Civic,60424,2401,4.953181854247831,none
"Yorks, Lekesha",1953-01-26,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Yorks@outlook.com,3,Yes,Camaro Z28,24589,3601,4.68441668491514,dog
"al-Firman, Naazim",1929-04-16,Hispanic,123 Main St Chicago Ik 23948,al-Firman@yahoo.com,2,Yes,Ford Pantera L,111360,2402,5.3351984166481685,none
"Vongrith, Deekota",1947-03-31,White,Elvis Presley Blvd MEMPHIS tn 38116,Vongrith@gmail.com,2,Yes,Pontiac Firebird,40602,2401,4.804517321263031,none
"Capolungo, Ali",1974-04-02,White,Elvis Presley Blvd MEMPHIS tn 38116,Capolungo@yahoo.com,0,No,Dodge Challenger,64849,1848,6.648486394060692,none
"el-Amen, Rashaa",1996-04-03,White,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Amen@hotmail.com,0,No,Duster 360,136802,2568,7.368019203593045,cat
"Samuels, Shaunice",1931-09-29,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Samuels@gmail.com,1,Yes,Mazda RX4 Wag,6423,1200,4.548173611153728,none
"Barker, Alexiss",1957-04-01,Asian,8234 Chester Ave Chapel Hill NC 27514,Barker@aol.com,3,Yes,Toyota Corolla,17236,3601,4.629268823136009,none
"Hopkins, Jordan",1924-08-31,NHOPI,"23498 Abbey Road Philadeplhia PE, 19403",Hopkins@yahoo.com,3,Yes,AMC Javelin,34891,3601,4.761682126166435,cat
"Zamora-Mier, Jorge",1995-08-06,White,123 Main St Chicago Ik 23948,Zamora-Mier@outlook.com,2,Yes,Merc 280,41365,2401,4.810240876178034,none
"Johnson, Cecily",1946-07-02,White,"10 HWY 15 Philadelphia, PA, 19147",Johnson@aol.com,3,Yes,Pontiac Firebird,141531,3604,5.561481365674274,none
"el-Nazir, Shihaab",1956-07-07,AIAN,"10 HWY 15 Philadelphia, PA, 19147",el-Nazir@aol.com,0,No,Cadillac Fleetwood,189069,3091,7.890689138539772,none
"Moore, Niyat",1950-03-12,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Moore@yahoo.com,0,No,Valiant,91078,2111,6.910777768988345,parrot
"Chutka, Tyler",1957-02-06,White,8234 Chester Ave Chapel Hill NC 27514,Chutka@gmail.com,0,No,Ferrari Dino,61126,1811,6.611256809797786,none
"Ramos, Cynthia",1929-04-21,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Ramos@yahoo.com,8,Yes,Porsche 914-2,162608,9613,5.719557096338612,none
"Carter, Travon",1982-08-09,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Carter@aol.com,8,Yes,Merc 240D,160462,9613,5.7034620022644695,dog
"Zaragoza-Madrid, Sereno",1964-05-29,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Zaragoza-Madrid@yahoo.com,2,Yes,Cadillac Fleetwood,54849,2401,4.911365776853412,none
"Herring, Amalia",1923-08-31,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Herring@aol.com,2,Yes,Maserati Bora,75496,2402,5.066223426227359,none
"Prince, Sandra",1948-11-03,AIAN,"23498 Abbey Road Philadeplhia PE, 19403",Prince@yahoo.com,0,No,Merc 450SE,119066,2391,7.190664992591754,dog
"al-Vaziri, Abdul Ghani",1957-04-02,Two or more,123 Main St Chicago Ik 23948,al-Vaziri@hotmail.com,1,Yes,Chrysler Imperial,18783,1200,4.640873932770766,none
"el-Aziz, Shabeeba",1973-08-11,White,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Aziz@aol.com,2,Yes,Merc 450SE,49933,2401,4.874496921199257,none
"Carson, Diego",1922-03-12,White,"10 HWY 15 Philadelphia, PA, 19147",Carson@outlook.com,1,Yes,Maserati Bora,119481,1201,5.396110225353261,cat
"Yens, Gage",1955-04-19,AIAN,"10 HWY 15 Philadelphia, PA, 19147",Yens@yahoo.com,0,No,Merc 240D,154865,2749,7.5486465635106175,none
"Maroney, Sage",1924-11-07,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Maroney@yahoo.com,0,No,Lotus Europa,63386,1834,6.633863590706514,none
"el-Hashemi, Muzaina",1965-12-20,White,8234 Chester Ave Chapel Hill NC 27514,el-Hashemi@outlook.com,0,No,Porsche 914-2,98067,2181,6.980669738110024,cat
"Bacchus, Renate",1963-08-28,White,Elvis Presley Blvd MEMPHIS tn 38116,Bacchus@aol.com,0,No,Lotus Europa,60016,1800,6.600159324452712,none
"Aragon, Daniel",1960-08-11,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Aragon@gmail.com,0,No,Mazda RX4,224067,3441,8.240670748399134,cat
"Hogan, Devante",1957-12-25,White,"10 HWY 15 Philadelphia, PA, 19147",Hogan@aol.com,5,Yes,Merc 280C,69886,6003,5.024146737700732,dog
"Aragon, Rayven",1966-06-04,White,123 Main St Chicago Ik 23948,Aragon@yahoo.com,1,Yes,Chrysler Imperial,91002,1201,5.182518188505784,cat
"Pitsuwan, Vince",1923-03-04,Two or more,8234 Chester Ave Chapel Hill NC 27514,Pitsuwan@aol.com,0,No,Hornet 4 Drive,88583,2086,6.88583371303719,none
"al-Soliman, Ismad",1956-03-18,White,123 Main St Chicago Ik 23948,al-Soliman@outlook.com,0,No,Merc 280C,58614,1786,6.5861377917275785,none
"Doan, Niko",1970-09-14,White,Elvis Presley Blvd MEMPHIS tn 38116,Doan@hotmail.com,1,Yes,Toyota Corona,30393,1200,4.727948492103912,dog
"Polk, Otoniel",1921-01-31,White,"23498 Abbey Road Philadeplhia PE, 19403",Polk@yahoo.com,0,No,Merc 240D,14935,1349,6.149353956915413,dog
"Lopez, Marcela",1988-12-14,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Lopez@gmail.com,0,No,Merc 450SL,174774,2948,7.747739114260765,none
"Jones, Cimone",2004-04-30,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Jones@gmail.com,1,Yes,Duster 360,48821,1200,4.866159242364953,dog
"Nguyen, Kevin",1940-04-16,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Nguyen@hotmail.com,3,Yes,Cadillac Fleetwood,83274,3602,5.124552967816664,none
"Rojanaphong, Vasundhara",1937-10-11,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Rojanaphong@outlook.com,1,Yes,Volvo 142E,77538,1201,5.081534701413588,none
"Howse, Evan",1968-02-25,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Howse@hotmail.com,0,No,Valiant,283070,4031,8.830695116447968,none
"Sanchez, James",1994-02-13,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Sanchez@aol.com,1,Yes,Cadillac Fleetwood,64304,1201,4.982279032197522,none
"Acosta, Michael",1994-10-13,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Acosta@yahoo.com,1,Yes,Toyota Corolla,78814,1201,5.09110815552844,none
"al-Rashid, Mudrika",1988-02-01,White,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Rashid@gmail.com,1,Yes,Hornet Sportabout,104009,1201,5.28006942074736,dog
"Avila, Acely",1947-07-30,White,"23498 Abbey Road Philadeplhia PE, 19403",Avila@gmail.com,0,No,Pontiac Firebird,106821,2268,7.068210471401869,none
"Garduno, Yesenia",1962-03-18,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Garduno@aol.com,1,Yes,Lotus Europa,49736,1200,4.873019660833216,cat
"Hill, Zachary",1975-05-06,Two or more,8234 Chester Ave Chapel Hill NC 27514,Hill@aol.com,0,No,Toyota Corolla,68891,1889,6.688906755371824,cat
"Ruiz, Nicole",1973-10-02,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Ruiz@outlook.com,0,No,Volvo 142E,64348,1843,6.64348092065188,none
"al-Bahri, Aqeela",1937-07-31,Asian,Elvis Presley Blvd MEMPHIS tn 38116,al-Bahri@aol.com,0,No,Toyota Corona,138197,2582,7.381966843129133,cat
"el-Assaf, Anwar",1933-05-07,AIAN,"23498 Abbey Road Philadeplhia PE, 19403",el-Assaf@aol.com,1,Yes,Merc 450SL,28404,1200,4.713026540933709,none
"Cho, Karen",2004-10-27,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Cho@gmail.com,0,No,Mazda RX4,170519,2905,7.705193592594442,dog
"Samoy, Kevin",1948-04-16,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Samoy@gmail.com,0,No,Merc 450SLC,12136,1321,6.1213622541211405,dog
"Her, Mahek",1989-12-22,White,8234 Chester Ave Chapel Hill NC 27514,Her@outlook.com,1,Yes,Mazda RX4 Wag,80930,1201,5.106974777803486,cat
"Galera, Yichen",1970-07-20,White,8234 Chester Ave Chapel Hill NC 27514,Galera@yahoo.com,4,Yes,Mazda RX4,141181,4806,5.558858804061837,cat
"al-Sarwar, Ismaeel",1937-11-24,Hispanic,123 Main St Chicago Ik 23948,al-Sarwar@outlook.com,1,Yes,Mazda RX4,24498,1200,4.683737715452352,none
"al-Rashid, Haibaa",1921-04-17,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,al-Rashid@hotmail.com,1,Yes,Merc 280C,148731,1201,5.6154826997356935,dog
"Pardner, Donna",1938-06-28,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Pardner@aol.com,0,No,Chrysler Imperial,15098,1351,6.150980207503084,cat
"Dangremond, Chloe",1920-06-25,White,Elvis Presley Blvd MEMPHIS tn 38116,Dangremond@gmail.com,0,No,Merc 450SLC,184076,3041,7.840761365495536,none
"Alexander, Megan",1932-11-03,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Alexander@gmail.com,2,Yes,Camaro Z28,35250,2401,4.764371641671483,cat
"Howell, Angel",1975-02-01,NHOPI,"23498 Abbey Road Philadeplhia PE, 19403",Howell@yahoo.com,1,Yes,Camaro Z28,49440,1200,4.870803339817829,none
"Combs, Brittany",1959-06-14,White,"23498 Abbey Road Philadeplhia PE, 19403",Combs@outlook.com,1,Yes,Toyota Corolla,193722,1202,5.952918381288815,dog
"Hall, Jevon",1923-01-29,NHOPI,8234 Chester Ave Chapel Hill NC 27514,Hall@yahoo.com,0,No,Lotus Europa,124801,2448,7.248014058544761,dog
